accession,component,length_bp
XM_049682042.1,Anopheles_darlingi_mRNA,4775
XM_049682034.1,Anopheles_darlingi_mRNA,5016
XM_049682026.1,Anopheles_darlingi_mRNA,4772
XM_049682018.1,Anopheles_darlingi_mRNA,5224
XM_049682010.1,Anopheles_darlingi_mRNA,5258
XM_049682001.1,Anopheles_darlingi_mRNA,5067
XM_049681991.1,Anopheles_darlingi_mRNA,4173
XM_049681982.1,Anopheles_darlingi_mRNA,4946
XM_049681972.1,Anopheles_darlingi_mRNA,4927
XM_049681964.1,Anopheles_darlingi_mRNA,4986
XM_049681956.1,Anopheles_darlingi_mRNA,4955
XM_049681947.1,Anopheles_darlingi_mRNA,4970
XM_049681936.1,Anopheles_darlingi_mRNA,6034
XM_049681924.1,Anopheles_darlingi_mRNA,3026
XM_049681918.1,Anopheles_darlingi_mRNA,2954
XM_049681912.1,Anopheles_darlingi_mRNA,3029
XM_049681901.1,Anopheles_darlingi_mRNA,1517
XM_049681893.1,Anopheles_darlingi_mRNA,2480
XM_049681885.1,Anopheles_darlingi_mRNA,2117
XM_049681877.1,Anopheles_darlingi_mRNA,2172
XM_049681865.1,Anopheles_darlingi_mRNA,2519
XM_049681854.1,Anopheles_darlingi_mRNA,2540
XM_049681842.1,Anopheles_darlingi_mRNA,2278
XM_049681831.1,Anopheles_darlingi_mRNA,3380
XM_049681823.1,Anopheles_darlingi_mRNA,2860
XM_049681815.1,Anopheles_darlingi_mRNA,3383
XM_049681803.1,Anopheles_darlingi_mRNA,1879
XM_049681792.1,Anopheles_darlingi_mRNA,3631
XM_049681780.1,Anopheles_darlingi_mRNA,2186
XM_049681768.1,Anopheles_darlingi_mRNA,3592
XM_049681755.1,Anopheles_darlingi_mRNA,2804
XM_049681745.1,Anopheles_darlingi_mRNA,3231
XM_049681732.1,Anopheles_darlingi_mRNA,6378
XM_049681724.1,Anopheles_darlingi_mRNA,6405
XM_049681716.1,Anopheles_darlingi_mRNA,6430
XM_049681707.1,Anopheles_darlingi_mRNA,6429
XM_049681694.1,Anopheles_darlingi_mRNA,5548
XM_049681686.1,Anopheles_darlingi_mRNA,5568
XM_049681676.1,Anopheles_darlingi_mRNA,6247
XM_049681667.1,Anopheles_darlingi_mRNA,5459
XM_049681654.1,Anopheles_darlingi_mRNA,3635
XM_049681640.1,Anopheles_darlingi_mRNA,4791
XM_049681631.1,Anopheles_darlingi_mRNA,4838
XM_049681618.1,Anopheles_darlingi_mRNA,4176
XM_049681611.1,Anopheles_darlingi_mRNA,4255
XM_049681602.1,Anopheles_darlingi_mRNA,5175
XM_049681594.1,Anopheles_darlingi_mRNA,4322
XM_049681586.1,Anopheles_darlingi_mRNA,5395
XM_049681576.1,Anopheles_darlingi_mRNA,4422
XM_049681568.1,Anopheles_darlingi_mRNA,4439
XM_049681558.1,Anopheles_darlingi_mRNA,4434
XM_049681551.1,Anopheles_darlingi_mRNA,4429
XM_049681540.1,Anopheles_darlingi_mRNA,3856
XM_049681527.1,Anopheles_darlingi_mRNA,10322
XM_049681517.1,Anopheles_darlingi_mRNA,10340
XM_049681507.1,Anopheles_darlingi_mRNA,10367
XM_049681499.1,Anopheles_darlingi_mRNA,10370
XM_049681487.1,Anopheles_darlingi_mRNA,4540
XM_049681479.1,Anopheles_darlingi_mRNA,4542
XM_049681471.1,Anopheles_darlingi_mRNA,4637
XM_049681462.1,Anopheles_darlingi_mRNA,4595
XM_049681451.1,Anopheles_darlingi_mRNA,4670
XM_049681442.1,Anopheles_darlingi_mRNA,6580
XM_049681434.1,Anopheles_darlingi_mRNA,6680
XM_049681425.1,Anopheles_darlingi_mRNA,6150
XM_049681416.1,Anopheles_darlingi_mRNA,6667
XM_049681407.1,Anopheles_darlingi_mRNA,6147
XM_049681399.1,Anopheles_darlingi_mRNA,6674
XM_049681390.1,Anopheles_darlingi_mRNA,6583
XM_049681378.1,Anopheles_darlingi_mRNA,7024
XM_049681370.1,Anopheles_darlingi_mRNA,8356
XM_049681362.1,Anopheles_darlingi_mRNA,8440
XM_049681350.1,Anopheles_darlingi_mRNA,5012
XM_049681336.1,Anopheles_darlingi_mRNA,10841
XM_049681327.1,Anopheles_darlingi_mRNA,10889
XM_049681319.1,Anopheles_darlingi_mRNA,10909
XM_049681309.1,Anopheles_darlingi_mRNA,11076
XM_049681299.1,Anopheles_darlingi_mRNA,10969
XM_049681290.1,Anopheles_darlingi_mRNA,10978
XM_049681282.1,Anopheles_darlingi_mRNA,10961
XM_049681269.1,Anopheles_darlingi_mRNA,8387
XM_049681261.1,Anopheles_darlingi_mRNA,8917
XM_049681252.1,Anopheles_darlingi_mRNA,8030
XM_049681245.1,Anopheles_darlingi_mRNA,8343
XM_049681237.1,Anopheles_darlingi_mRNA,8369
XM_049681228.1,Anopheles_darlingi_mRNA,8067
XM_049681220.1,Anopheles_darlingi_mRNA,8067
XM_049681211.1,Anopheles_darlingi_mRNA,8089
XM_049681201.1,Anopheles_darlingi_mRNA,8201
XM_049681194.1,Anopheles_darlingi_mRNA,8291
XM_049681185.1,Anopheles_darlingi_mRNA,8964
XM_049681177.1,Anopheles_darlingi_mRNA,8390
XM_049681166.1,Anopheles_darlingi_mRNA,8381
XM_049681156.1,Anopheles_darlingi_mRNA,9143
XM_049681147.1,Anopheles_darlingi_mRNA,8804
XM_049681136.1,Anopheles_darlingi_mRNA,10144
XM_049681127.1,Anopheles_darlingi_mRNA,8587
XM_049681118.1,Anopheles_darlingi_mRNA,9152
XM_049681107.1,Anopheles_darlingi_mRNA,1731
XM_049681095.1,Anopheles_darlingi_mRNA,2993
XM_049681086.1,Anopheles_darlingi_mRNA,1931
XM_049681074.1,Anopheles_darlingi_mRNA,2455
XM_049681061.1,Anopheles_darlingi_mRNA,1782
XM_049681048.1,Anopheles_darlingi_mRNA,5704
XM_049681039.1,Anopheles_darlingi_mRNA,5749
XM_049681028.1,Anopheles_darlingi_mRNA,5752
XM_049681018.1,Anopheles_darlingi_mRNA,11427
XM_049681005.1,Anopheles_darlingi_mRNA,3326
XM_049680997.1,Anopheles_darlingi_mRNA,6392
XM_049680983.1,Anopheles_darlingi_mRNA,4873
XM_049680970.1,Anopheles_darlingi_mRNA,6905
XM_049680960.1,Anopheles_darlingi_mRNA,6159
XM_049680949.1,Anopheles_darlingi_mRNA,2039
XM_049680940.1,Anopheles_darlingi_mRNA,6186
XM_049680933.1,Anopheles_darlingi_mRNA,6189
XM_049680921.1,Anopheles_darlingi_mRNA,13326
XM_049680912.1,Anopheles_darlingi_mRNA,13270
XM_049680905.1,Anopheles_darlingi_mRNA,13369
XM_049680897.1,Anopheles_darlingi_mRNA,13325
XM_049680884.1,Anopheles_darlingi_mRNA,2148
XM_049680871.1,Anopheles_darlingi_mRNA,1883
XM_049680862.1,Anopheles_darlingi_mRNA,1914
XM_049680845.1,Anopheles_darlingi_mRNA,3381
XM_049680835.1,Anopheles_darlingi_mRNA,3391
XM_049680826.1,Anopheles_darlingi_mRNA,3314
XM_049680819.1,Anopheles_darlingi_mRNA,3318
XM_049680809.1,Anopheles_darlingi_mRNA,3438
XM_049680789.1,Anopheles_darlingi_mRNA,2560
XM_049680781.1,Anopheles_darlingi_mRNA,2551
XM_049680775.1,Anopheles_darlingi_mRNA,2785
XM_049680764.1,Anopheles_darlingi_mRNA,2706
XM_049680757.1,Anopheles_darlingi_mRNA,2823
XM_049680743.1,Anopheles_darlingi_mRNA,11054
XM_049680734.1,Anopheles_darlingi_mRNA,10865
XM_049680726.1,Anopheles_darlingi_mRNA,10930
XM_049680717.1,Anopheles_darlingi_mRNA,10867
XM_049680707.1,Anopheles_darlingi_mRNA,10923
XM_049680698.1,Anopheles_darlingi_mRNA,10954
XM_049680686.1,Anopheles_darlingi_mRNA,2885
XM_049680680.1,Anopheles_darlingi_mRNA,2835
XM_049680671.1,Anopheles_darlingi_mRNA,3599
XM_049680663.1,Anopheles_darlingi_mRNA,2819
XM_049680655.1,Anopheles_darlingi_mRNA,2940
XM_049680648.1,Anopheles_darlingi_mRNA,3450
XM_049680640.1,Anopheles_darlingi_mRNA,2336
XM_049680633.1,Anopheles_darlingi_mRNA,3556
XM_049680624.1,Anopheles_darlingi_mRNA,4214
XM_049680613.1,Anopheles_darlingi_mRNA,4600
XM_049680602.1,Anopheles_darlingi_mRNA,2528
XM_049680591.1,Anopheles_darlingi_mRNA,938
XM_049680582.1,Anopheles_darlingi_mRNA,970
XM_049680570.1,Anopheles_darlingi_mRNA,1203
XM_049680562.1,Anopheles_darlingi_mRNA,1222
XM_049680549.1,Anopheles_darlingi_mRNA,1671
XM_049680533.1,Anopheles_darlingi_mRNA,2801
XM_049680526.1,Anopheles_darlingi_mRNA,3586
XM_049680517.1,Anopheles_darlingi_mRNA,2790
XM_049680507.1,Anopheles_darlingi_mRNA,3695
XM_049680494.1,Anopheles_darlingi_mRNA,4433
XM_049680483.1,Anopheles_darlingi_mRNA,872
XM_049680471.1,Anopheles_darlingi_mRNA,2135
XM_049680460.1,Anopheles_darlingi_mRNA,3318
XM_049680451.1,Anopheles_darlingi_mRNA,3319
XM_049680442.1,Anopheles_darlingi_mRNA,3320
XM_049680431.1,Anopheles_darlingi_mRNA,3385
XM_049680422.1,Anopheles_darlingi_mRNA,3320
XM_049680413.1,Anopheles_darlingi_mRNA,3319
XM_049680404.1,Anopheles_darlingi_mRNA,3369
XM_049680396.1,Anopheles_darlingi_mRNA,3434
XM_049680387.1,Anopheles_darlingi_mRNA,3401
XM_049680375.1,Anopheles_darlingi_mRNA,2024
XM_049680367.1,Anopheles_darlingi_mRNA,2000
XM_049680356.1,Anopheles_darlingi_mRNA,2303
XM_049680347.1,Anopheles_darlingi_mRNA,2320
XM_049680339.1,Anopheles_darlingi_mRNA,2296
XM_049680326.1,Anopheles_darlingi_mRNA,2226
XM_049680318.1,Anopheles_darlingi_mRNA,2240
XM_049680309.1,Anopheles_darlingi_mRNA,2248
XM_049680297.1,Anopheles_darlingi_mRNA,1230
XM_049680288.1,Anopheles_darlingi_mRNA,1427
XM_049680276.1,Anopheles_darlingi_mRNA,2809
XM_049680263.1,Anopheles_darlingi_mRNA,1504
XM_049680253.1,Anopheles_darlingi_mRNA,1507
XM_049680241.1,Anopheles_darlingi_mRNA,6786
XM_049680233.1,Anopheles_darlingi_mRNA,7131
XM_049680224.1,Anopheles_darlingi_mRNA,6808
XM_049680216.1,Anopheles_darlingi_mRNA,6858
XM_049680209.1,Anopheles_darlingi_mRNA,6409
XM_049680200.1,Anopheles_darlingi_mRNA,6448
XM_049680192.1,Anopheles_darlingi_mRNA,7447
XM_049680185.1,Anopheles_darlingi_mRNA,7357
XM_049680177.1,Anopheles_darlingi_mRNA,8477
XM_049680168.1,Anopheles_darlingi_mRNA,7732
XM_049680160.1,Anopheles_darlingi_mRNA,7802
XM_049680150.1,Anopheles_darlingi_mRNA,7602
XM_049680138.1,Anopheles_darlingi_mRNA,553
XM_049680129.1,Anopheles_darlingi_mRNA,556
XM_049680118.1,Anopheles_darlingi_mRNA,2304
XM_049680107.1,Anopheles_darlingi_mRNA,3177
XM_049680097.1,Anopheles_darlingi_mRNA,3242
XM_049680083.1,Anopheles_darlingi_mRNA,3836
XM_049680075.1,Anopheles_darlingi_mRNA,3926
XM_049680067.1,Anopheles_darlingi_mRNA,3941
XM_049680059.1,Anopheles_darlingi_mRNA,3946
XM_049680051.1,Anopheles_darlingi_mRNA,3954
XM_049680043.1,Anopheles_darlingi_mRNA,3980
XM_049680030.1,Anopheles_darlingi_mRNA,2152
XM_049680017.1,Anopheles_darlingi_mRNA,2175
XM_049680004.1,Anopheles_darlingi_mRNA,1113
XM_049679994.1,Anopheles_darlingi_mRNA,1113
XM_049679985.1,Anopheles_darlingi_mRNA,1143
XM_049679977.1,Anopheles_darlingi_mRNA,1158
XM_049679968.1,Anopheles_darlingi_mRNA,1158
XM_049679959.1,Anopheles_darlingi_mRNA,1173
XM_049679950.1,Anopheles_darlingi_mRNA,1188
XM_049679942.1,Anopheles_darlingi_mRNA,1188
XM_049679932.1,Anopheles_darlingi_mRNA,1218
XM_049679927.1,Anopheles_darlingi_mRNA,1218
XM_049679918.1,Anopheles_darlingi_mRNA,1233
XM_049679908.1,Anopheles_darlingi_mRNA,1248
XM_049679900.1,Anopheles_darlingi_mRNA,1248
XM_049679890.1,Anopheles_darlingi_mRNA,1263
XM_049679882.1,Anopheles_darlingi_mRNA,1293
XM_049679875.1,Anopheles_darlingi_mRNA,1293
XM_049679866.1,Anopheles_darlingi_mRNA,1323
XM_049679858.1,Anopheles_darlingi_mRNA,1829
XM_049679850.1,Anopheles_darlingi_mRNA,1860
XM_049679840.1,Anopheles_darlingi_mRNA,1936
XM_049679832.1,Anopheles_darlingi_mRNA,1966
XM_049679823.1,Anopheles_darlingi_mRNA,1966
XM_049679816.1,Anopheles_darlingi_mRNA,1980
XM_049679806.1,Anopheles_darlingi_mRNA,1996
XM_049679799.1,Anopheles_darlingi_mRNA,2041
XM_049679789.1,Anopheles_darlingi_mRNA,2071
XM_049679780.1,Anopheles_darlingi_mRNA,2086
XM_049679772.1,Anopheles_darlingi_mRNA,2084
XM_049679762.1,Anopheles_darlingi_mRNA,2100
XM_049679754.1,Anopheles_darlingi_mRNA,2117
XM_049679747.1,Anopheles_darlingi_mRNA,2162
XM_049679737.1,Anopheles_darlingi_mRNA,2160
XM_049679728.1,Anopheles_darlingi_mRNA,2191
XM_049679720.1,Anopheles_darlingi_mRNA,2206
XM_049679712.1,Anopheles_darlingi_mRNA,2205
XM_049679702.1,Anopheles_darlingi_mRNA,2221
XM_049679693.1,Anopheles_darlingi_mRNA,2236
XM_049679683.1,Anopheles_darlingi_mRNA,2235
XM_049679673.1,Anopheles_darlingi_mRNA,2266
XM_049679663.1,Anopheles_darlingi_mRNA,2266
XM_049679654.1,Anopheles_darlingi_mRNA,2281
XM_049679645.1,Anopheles_darlingi_mRNA,2296
XM_049679636.1,Anopheles_darlingi_mRNA,2295
XM_049679627.1,Anopheles_darlingi_mRNA,2311
XM_049679618.1,Anopheles_darlingi_mRNA,2341
XM_049679608.1,Anopheles_darlingi_mRNA,2341
XM_049679599.1,Anopheles_darlingi_mRNA,2371
XM_049679590.1,Anopheles_darlingi_mRNA,2371
XM_049679582.1,Anopheles_darlingi_mRNA,2412
XM_049679574.1,Anopheles_darlingi_mRNA,2415
XM_049679560.1,Anopheles_darlingi_mRNA,1899
XM_049679537.1,Anopheles_darlingi_mRNA,2271
XM_049679524.1,Anopheles_darlingi_mRNA,2545
XM_049679518.1,Anopheles_darlingi_mRNA,2954
XM_049679509.1,Anopheles_darlingi_mRNA,3072
XM_049679500.1,Anopheles_darlingi_mRNA,2959
XM_049679492.1,Anopheles_darlingi_mRNA,2994
XM_049679478.1,Anopheles_darlingi_mRNA,4951
XM_049679469.1,Anopheles_darlingi_mRNA,4945
XM_049679458.1,Anopheles_darlingi_mRNA,4998
XM_049679449.1,Anopheles_darlingi_mRNA,5150
XM_049679436.1,Anopheles_darlingi_mRNA,1244
XM_049679421.1,Anopheles_darlingi_mRNA,1633
XM_049679407.1,Anopheles_darlingi_mRNA,2558
XM_049679397.1,Anopheles_darlingi_mRNA,2979
XM_049679389.1,Anopheles_darlingi_mRNA,2900
XM_049679380.1,Anopheles_darlingi_mRNA,2945
XM_049679367.1,Anopheles_darlingi_mRNA,4170
XM_049679358.1,Anopheles_darlingi_mRNA,4258
XM_049679347.1,Anopheles_darlingi_mRNA,7953
XM_049679338.1,Anopheles_darlingi_mRNA,9527
XM_049679330.1,Anopheles_darlingi_mRNA,9530
XM_049679322.1,Anopheles_darlingi_mRNA,9297
XM_049679313.1,Anopheles_darlingi_mRNA,9680
XM_049679304.1,Anopheles_darlingi_mRNA,9683
XM_049679291.1,Anopheles_darlingi_mRNA,1157
XM_049679280.1,Anopheles_darlingi_mRNA,1199
XM_049679269.1,Anopheles_darlingi_mRNA,1605
XM_049679257.1,Anopheles_darlingi_mRNA,2095
XM_049679247.1,Anopheles_darlingi_mRNA,2055
XM_049679239.1,Anopheles_darlingi_mRNA,2097
XM_049679230.1,Anopheles_darlingi_mRNA,2097
XM_049679217.1,Anopheles_darlingi_mRNA,2482
XM_049679207.1,Anopheles_darlingi_mRNA,3423
XM_049679195.1,Anopheles_darlingi_mRNA,3136
XM_049679182.1,Anopheles_darlingi_mRNA,3004
XM_049679169.1,Anopheles_darlingi_mRNA,2164
XM_049679159.1,Anopheles_darlingi_mRNA,2198
XM_049679147.1,Anopheles_darlingi_mRNA,7348
XM_049679142.1,Anopheles_darlingi_mRNA,7312
XM_049679134.1,Anopheles_darlingi_mRNA,7644
XM_049679126.1,Anopheles_darlingi_mRNA,5238
XM_049679118.1,Anopheles_darlingi_mRNA,5604
XM_049679109.1,Anopheles_darlingi_mRNA,7604
XM_049679096.1,Anopheles_darlingi_mRNA,1318
XM_049679081.1,Anopheles_darlingi_mRNA,1564
XM_049679068.1,Anopheles_darlingi_mRNA,6452
XM_049679058.1,Anopheles_darlingi_mRNA,6108
XM_049679049.1,Anopheles_darlingi_mRNA,6304
XM_049679039.1,Anopheles_darlingi_mRNA,6240
XM_049679029.1,Anopheles_darlingi_mRNA,6457
XM_049679019.1,Anopheles_darlingi_mRNA,3003
XM_049679005.1,Anopheles_darlingi_mRNA,983
XM_049678992.1,Anopheles_darlingi_mRNA,2008
XM_049678986.1,Anopheles_darlingi_mRNA,1801
XM_049678977.1,Anopheles_darlingi_mRNA,1827
XM_049678968.1,Anopheles_darlingi_mRNA,1764
XM_049678959.1,Anopheles_darlingi_mRNA,1817
XM_049678951.1,Anopheles_darlingi_mRNA,1771
XM_049678943.1,Anopheles_darlingi_mRNA,1826
XM_049678932.1,Anopheles_darlingi_mRNA,6802
XM_049678923.1,Anopheles_darlingi_mRNA,7140
XM_049678914.1,Anopheles_darlingi_mRNA,6634
XM_049678906.1,Anopheles_darlingi_mRNA,2705
XM_049678897.1,Anopheles_darlingi_mRNA,5059
XM_049678889.1,Anopheles_darlingi_mRNA,5001
XM_049678879.1,Anopheles_darlingi_mRNA,5057
XM_049678869.1,Anopheles_darlingi_mRNA,5148
XM_049678828.1,Anopheles_darlingi_mRNA,2253
XM_049678814.1,Anopheles_darlingi_mRNA,1790
XM_049678803.1,Anopheles_darlingi_mRNA,1437
XM_049678796.1,Anopheles_darlingi_mRNA,1437
XM_049678785.1,Anopheles_darlingi_mRNA,2398
XM_049678776.1,Anopheles_darlingi_mRNA,1930
XM_049678762.1,Anopheles_darlingi_mRNA,2295
XM_049678753.1,Anopheles_darlingi_mRNA,1827
XM_049678739.1,Anopheles_darlingi_mRNA,2036
XM_049678730.1,Anopheles_darlingi_mRNA,1825
XM_049678718.1,Anopheles_darlingi_mRNA,2771
XM_049678708.1,Anopheles_darlingi_mRNA,3309
XM_049678697.1,Anopheles_darlingi_mRNA,2777
XM_049678689.1,Anopheles_darlingi_mRNA,3948
XM_049678681.1,Anopheles_darlingi_mRNA,4282
XM_049678672.1,Anopheles_darlingi_mRNA,4408
XM_049678664.1,Anopheles_darlingi_mRNA,2961
XM_049678657.1,Anopheles_darlingi_mRNA,2933
XM_049678649.1,Anopheles_darlingi_mRNA,2937
XM_049678641.1,Anopheles_darlingi_mRNA,4426
XM_049678633.1,Anopheles_darlingi_mRNA,4423
XM_049678624.1,Anopheles_darlingi_mRNA,4092
XM_049678616.1,Anopheles_darlingi_mRNA,4089
XM_049678604.1,Anopheles_darlingi_mRNA,2008
XM_049678595.1,Anopheles_darlingi_mRNA,2404
XM_049678587.1,Anopheles_darlingi_mRNA,2035
XM_049678578.1,Anopheles_darlingi_mRNA,2035
XM_049678570.1,Anopheles_darlingi_mRNA,2431
XM_049678555.1,Anopheles_darlingi_mRNA,1860
XM_049678541.1,Anopheles_darlingi_mRNA,3405
XM_049678526.1,Anopheles_darlingi_mRNA,9941
XM_049678517.1,Anopheles_darlingi_mRNA,8361
XM_049678509.1,Anopheles_darlingi_mRNA,9132
XM_049678501.1,Anopheles_darlingi_mRNA,9152
XM_049678491.1,Anopheles_darlingi_mRNA,10365
XM_049678482.1,Anopheles_darlingi_mRNA,10632
XM_049678473.1,Anopheles_darlingi_mRNA,10638
XM_049678464.1,Anopheles_darlingi_mRNA,10659
XM_049678457.1,Anopheles_darlingi_mRNA,11541
XM_049678449.1,Anopheles_darlingi_mRNA,10932
XM_049678436.1,Anopheles_darlingi_mRNA,677
XM_049678423.1,Anopheles_darlingi_mRNA,677
XM_049678411.1,Anopheles_darlingi_mRNA,570
XM_049678397.1,Anopheles_darlingi_mRNA,1250
XM_049678383.1,Anopheles_darlingi_mRNA,1054
XM_049678371.1,Anopheles_darlingi_mRNA,1124
XM_049678357.1,Anopheles_darlingi_mRNA,1251
XM_049678343.1,Anopheles_darlingi_mRNA,618
XM_049678330.1,Anopheles_darlingi_mRNA,685
XM_049678319.1,Anopheles_darlingi_mRNA,741
XM_049678307.1,Anopheles_darlingi_mRNA,957
XM_049678298.1,Anopheles_darlingi_mRNA,1149
XM_049678290.1,Anopheles_darlingi_mRNA,1149
XM_049678282.1,Anopheles_darlingi_mRNA,1557
XM_049678272.1,Anopheles_darlingi_mRNA,1255
XM_049678259.1,Anopheles_darlingi_mRNA,1314
XM_049678249.1,Anopheles_darlingi_mRNA,1414
XM_049678234.1,Anopheles_darlingi_mRNA,3414
XM_049678221.1,Anopheles_darlingi_mRNA,7258
XM_049678210.1,Anopheles_darlingi_mRNA,4622
XM_049678201.1,Anopheles_darlingi_mRNA,5745
XM_049678193.1,Anopheles_darlingi_mRNA,5668
XM_049678183.1,Anopheles_darlingi_mRNA,5781
XM_049678179.1,Anopheles_darlingi_mRNA,4877
XM_049678171.1,Anopheles_darlingi_mRNA,5795
XM_049678163.1,Anopheles_darlingi_mRNA,5813
XM_049678155.1,Anopheles_darlingi_mRNA,5837
XM_049678147.1,Anopheles_darlingi_mRNA,5843
XM_049678139.1,Anopheles_darlingi_mRNA,5855
XM_049678129.1,Anopheles_darlingi_mRNA,5861
XM_049678119.1,Anopheles_darlingi_mRNA,5876
XM_049678110.1,Anopheles_darlingi_mRNA,5873
XM_049678101.1,Anopheles_darlingi_mRNA,5878
XM_049677999.1,Anopheles_darlingi_mRNA,3406
XM_049677986.1,Anopheles_darlingi_mRNA,1928
XM_049677975.1,Anopheles_darlingi_mRNA,1865
XM_049677963.1,Anopheles_darlingi_mRNA,1793
XM_049677953.1,Anopheles_darlingi_mRNA,1912
XM_049677940.1,Anopheles_darlingi_mRNA,1683
XM_049677927.1,Anopheles_darlingi_mRNA,2758
XM_049677912.1,Anopheles_darlingi_mRNA,3829
XM_049677902.1,Anopheles_darlingi_mRNA,3841
XM_049677888.1,Anopheles_darlingi_mRNA,5893
XM_049677874.1,Anopheles_darlingi_mRNA,12610
XM_049677865.1,Anopheles_darlingi_mRNA,12671
XM_049677856.1,Anopheles_darlingi_mRNA,12738
XM_049677847.1,Anopheles_darlingi_mRNA,12637
XM_049677833.1,Anopheles_darlingi_mRNA,832
XM_049677820.1,Anopheles_darlingi_mRNA,840
XM_049677809.1,Anopheles_darlingi_mRNA,1054
XM_049677796.1,Anopheles_darlingi_mRNA,1141
XM_049677784.1,Anopheles_darlingi_mRNA,1170
XM_049677772.1,Anopheles_darlingi_mRNA,2285
XM_049677760.1,Anopheles_darlingi_mRNA,1596
XM_049677751.1,Anopheles_darlingi_mRNA,1568
XM_049677739.1,Anopheles_darlingi_mRNA,1918
XM_049677723.1,Anopheles_darlingi_mRNA,2990
XM_049677713.1,Anopheles_darlingi_mRNA,2998
XM_049677703.1,Anopheles_darlingi_mRNA,3080
XM_049677689.1,Anopheles_darlingi_mRNA,4919
XM_049677680.1,Anopheles_darlingi_mRNA,4919
XM_049677666.1,Anopheles_darlingi_mRNA,4206
XM_049677660.1,Anopheles_darlingi_mRNA,5378
XM_049677651.1,Anopheles_darlingi_mRNA,5451
XM_049677639.1,Anopheles_darlingi_mRNA,6656
XM_049677628.1,Anopheles_darlingi_mRNA,5859
XM_049677617.1,Anopheles_darlingi_mRNA,8480
XM_049677606.1,Anopheles_darlingi_mRNA,3900
XM_049677598.1,Anopheles_darlingi_mRNA,4167
XM_049677587.1,Anopheles_darlingi_mRNA,1343
XM_049677577.1,Anopheles_darlingi_mRNA,1350
XM_049677569.1,Anopheles_darlingi_mRNA,1353
XM_049677545.1,Anopheles_darlingi_mRNA,601
XM_049677533.1,Anopheles_darlingi_mRNA,1172
XM_049677520.1,Anopheles_darlingi_mRNA,1513
XM_049677507.1,Anopheles_darlingi_mRNA,646
XM_049677494.1,Anopheles_darlingi_mRNA,1843
XM_049677480.1,Anopheles_darlingi_mRNA,1051
XM_049677469.1,Anopheles_darlingi_mRNA,968
XM_049677460.1,Anopheles_darlingi_mRNA,1867
XM_049677448.1,Anopheles_darlingi_mRNA,1870
XM_049677439.1,Anopheles_darlingi_mRNA,1915
XM_049677425.1,Anopheles_darlingi_mRNA,814
XM_049677411.1,Anopheles_darlingi_mRNA,892
XM_049677398.1,Anopheles_darlingi_mRNA,1881
XM_049677387.1,Anopheles_darlingi_mRNA,1258
XM_049677379.1,Anopheles_darlingi_mRNA,1258
XM_049677368.1,Anopheles_darlingi_mRNA,1257
XM_049677359.1,Anopheles_darlingi_mRNA,1255
XM_049677349.1,Anopheles_darlingi_mRNA,1959
XM_049677340.1,Anopheles_darlingi_mRNA,1966
XM_049677330.1,Anopheles_darlingi_mRNA,1236
XM_049677322.1,Anopheles_darlingi_mRNA,1236
XM_049677313.1,Anopheles_darlingi_mRNA,1235
XM_049677305.1,Anopheles_darlingi_mRNA,1233
XM_049677294.1,Anopheles_darlingi_mRNA,887
XM_049677282.1,Anopheles_darlingi_mRNA,2226
XM_049677269.1,Anopheles_darlingi_mRNA,1845
XM_049677255.1,Anopheles_darlingi_mRNA,1954
XM_049677243.1,Anopheles_darlingi_mRNA,1084
XM_049677229.1,Anopheles_darlingi_mRNA,1594
XM_049677219.1,Anopheles_darlingi_mRNA,1566
XM_049677206.1,Anopheles_darlingi_mRNA,1351
XM_049677191.1,Anopheles_darlingi_mRNA,1896
XM_049677176.1,Anopheles_darlingi_mRNA,937
XM_049677161.1,Anopheles_darlingi_mRNA,2833
XM_049677148.1,Anopheles_darlingi_mRNA,3369
XM_049677140.1,Anopheles_darlingi_mRNA,3795
XM_049677130.1,Anopheles_darlingi_mRNA,3310
XM_049677124.1,Anopheles_darlingi_mRNA,3224
XM_049677116.1,Anopheles_darlingi_mRNA,3226
XM_049677104.1,Anopheles_darlingi_mRNA,1042
XM_049677091.1,Anopheles_darlingi_mRNA,2550
XM_049677083.1,Anopheles_darlingi_mRNA,2667
XM_049677071.1,Anopheles_darlingi_mRNA,1510
XM_049677059.1,Anopheles_darlingi_mRNA,1108
XM_049677047.1,Anopheles_darlingi_mRNA,1628
XM_049677035.1,Anopheles_darlingi_mRNA,2153
XM_049677026.1,Anopheles_darlingi_mRNA,2374
XM_049677002.1,Anopheles_darlingi_mRNA,1764
XM_049676973.1,Anopheles_darlingi_mRNA,1377
XM_049676960.1,Anopheles_darlingi_mRNA,1656
XM_049676952.1,Anopheles_darlingi_mRNA,1816
XM_049676943.1,Anopheles_darlingi_mRNA,1835
XM_049676935.1,Anopheles_darlingi_mRNA,1839
XM_049676924.1,Anopheles_darlingi_mRNA,2086
XM_049676912.1,Anopheles_darlingi_mRNA,1452
XM_049676899.1,Anopheles_darlingi_mRNA,5311
XM_049676890.1,Anopheles_darlingi_mRNA,5277
XM_049676880.1,Anopheles_darlingi_mRNA,5369
XM_049676867.1,Anopheles_darlingi_mRNA,1421
XM_049676858.1,Anopheles_darlingi_mRNA,1493
XM_049676845.1,Anopheles_darlingi_mRNA,3043
XM_049676830.1,Anopheles_darlingi_mRNA,2124
